estimate_h,time_spent_h,changes_count,bug_count,budget,team_experience,risk
56.09434159508863,59.39429986871087,0,18,165.91927237347832,1.4333752675373514,0
29.200317875190088,27.35909105250613,7,11,301.57000823892514,2.072918389822189,0
65.00902391612914,62.620765775526316,8,3,198.37628380412724,1.4479185139728825,1
68.81129432782427,67.16120246891937,9,15,251.40267826995915,0.6544423221852765,1
10.979296226923271,9.335945990129234,3,2,197.33485655044228,3.3291040046308584,0
23.956409862753638,20.044075910065807,0,7,198.4628083869735,3.3518933713401555,0
52.556808063345706,56.07790236069318,9,6,170.7985333388996,5.551189137642475,0
43.675148153128355,46.39205225815726,6,0,205.9561964683139,1.997492447467946,0
49.66397684991422,52.90027455997675,2,16,215.89993472070236,3.444150884434906,0
32.9391214485284,26.611732896322167,7,10,160.787074554241,3.4690688689122027,0
67.58795949725658,62.898621508388175,9,6,193.74777920700578,2.6192436583117003,1
65.55583870857896,57.63170714362019,2,10,169.49505669714432,4.116500383124515,0
51.320613951224324,57.03057466177038,7,0,314.98320348074196,4.162843780276072,0
72.54482413936066,83.00957175879637,7,8,195.51346150441907,3.49111664279631,0
59.35018684504091,53.33636006778354,5,10,277.26160758482797,2.6165404424283065,0
32.81415074233524,35.017281782500035,6,6,190.2188834596156,2.4637048371681973,0
57.37501568164998,48.868889696136264,2,16,212.9643820767454,0.9483691518044112,1
30.822347983420023,28.050217143781175,9,4,133.93179641773654,1.7911233320734625,0
67.56900602614544,57.80270341753559,9,2,177.64637040660676,2.066988714147468,0
49.00148178027494,44.75836049575664,9,10,210.52673353946233,1.314042356355849,1
46.30275272909479,49.53906598695454,7,17,279.30019154799334,3.659885950031496,0
36.38140911192117,42.35271758755326,0,7,211.09913888381357,4.794941803480515,0
74.4508267734806,65.59184570282918,3,0,269.18601805964994,1.6379063515062748,0
46.90941035862396,47.698971445823226,4,19,232.036455510146,3.425162153616956,0
41.433443556737856,44.77117428721747,9,8,281.3700669732343,1.4488332907054347,1
42.95732899023541,50.73986478455699,5,3,197.04788913474724,2.542616743591257,0
60.646183711066975,63.31608301686869,5,12,319.51113553259023,1.9645056312333362,1
57.308881287281565,51.69506216014961,1,6,175.73018985429385,3.9028434729096624,0
58.25465223191977,61.17852678940922,7,18,161.67690829011656,1.9818177392367327,1
58.61642006015765,54.407553871520726,3,5,139.4973575155483,4.51749062055997,0
92.83295201740923,110.51311363629304,0,11,316.55123357790353,2.6314188395067015,0
41.87169967230769,40.19140737695034,9,10,240.97237863089487,2.0255944356077538,1
39.755145418569256,42.70382781996445,1,4,183.29396333098458,1.1200421064822554,0
33.724545435042444,27.292972210513735,0,9,262.45113484367477,3.379806765443025,0
62.319588451509915,59.828336632581475,0,2,234.3846092558891,4.34282760333927,0
72.57944585441783,83.46948693870628,4,12,298.3063735687795,3.4099818848053114,0
47.7210508469025,49.825118639111714,1,15,122.60835836300443,6.358247499621636,0
33.19687046074944,32.45250216526292,8,19,186.73199458428726,5.1446811787056275,0
33.51037568617521,39.35374743888839,5,6,176.87393080285872,2.5387083529244765,0
63.01185575649402,71.9339407364307,3,5,101.31586617956992,2.522958849289396,0
64.86508342406884,60.25228536448205,0,10,253.0163602389847,3.70454507922803,0
60.8630853661039,61.94762664465013,4,13,186.4801722098321,1.7429712293614723,1
36.689805854226115,36.540467426870165,1,19,236.9815602493281,4.74943245979873,0
54.64322646133439,57.5328149223468,9,0,317.9885967164806,3.5424007827653754,0
52.33371618281456,48.861086633651695,2,4,182.33781540861958,3.3846883662877993,0
54.37377193458026,48.81035635443558,4,5,178.94235086714224,4.030430501656225,0
67.4285755589638,78.55892516879746,0,5,205.9332084861998,5.584244825053588,0
54.47191097549364,63.70761257607946,1,9,249.3623676491705,3.2564330282812577,0
63.5782712614379,72.30942148593181,2,17,171.6643487344925,2.8304394436929234,0
51.35158138977783,61.17420288872132,0,0,168.45192014339347,5.263079434983868,0
55.782387973799686,61.24887291033398,7,16,252.8594635120683,4.451325623986703,0
62.62576451677081,69.25575952926286,9,12,218.93196619190178,2.5185302394244165,1
20.856883602886672,23.047607996221114,9,12,97.76358684975897,3.00777967298853,0
43.60657567285397,43.26832174933788,2,13,138.7304100265446,3.293071373908198,0
40.59254691414409,39.885460379269105,7,2,275.0617931913605,3.5427194169074743,0
37.22244303513316,33.35467797990591,5,14,220.09641415394063,0.9651002235913291,1
44.49715497546632,47.07477182939733,0,4,161.89020344813756,0.6862730882976598,0
79.89882622468792,73.16559669084774,0,10,191.47951713825088,1.6689149669963195,0
32.68337768613514,29.51712199889368,5,13,200.6618336400835,1.5528923354829867,0
69.36556709182962,71.75067087669592,4,12,236.7866680140082,2.034263979041246,1
16.342604567683907,15.754155674337744,0,6,132.08683025706054,3.9520659631350066,0
43.302299400284504,38.432637280130045,9,7,157.9525430664771,2.7466062655128924,0
53.25506130210011,59.98769432092794,7,9,213.64778774316943,3.2945919075152825,0
61.724446627185564,70.62683812272728,5,0,195.00827097522748,1.1635448849366075,0
64.2245315958571,55.687794516747964,9,14,228.5929591318355,2.307536695618582,1
65.8669447039985,52.89134188893028,9,1,138.52463013202012,3.8808864926172606,0
43.02549855503125,40.20526263413031,9,9,217.85643381356604,3.8924286872652027,0
40.752964146708656,45.60274351461067,2,13,254.5791809688736,1.913139257718138,0
67.15951762514308,76.27101892408389,8,1,224.34092735746418,3.2424935795693304,0
46.173913502367704,39.49400860925473,5,19,206.9555869880796,6.298271780223498,0
24.48627353324156,27.17325909978417,7,7,195.20581987170146,2.973603106116543,0
27.334255719930386,23.132479494783333,8,0,158.25744236142492,1.9602195807863318,0
31.610954279967775,30.22086370547976,1,13,196.40007037801058,2.7393564159567596,0
59.94321488107528,71.89851780111847,4,11,262.9852926440203,3.1382656612902498,0
52.848514721411306,46.35006735982003,1,12,194.04857466999374,2.7732474289641758,0
63.80970708135536,54.977514107274054,2,15,155.5098005325795,2.9529679489852474,0
41.45494707326932,40.174823821930644,4,9,175.3876455617307,0.8348298045947405,0
53.17079382153428,55.715942030042456,8,16,210.0425148637965,1.5560542873710732,1
62.51180787934673,73.33637209576119,8,7,181.32430014095766,2.7759971443927536,0
43.813069205595234,52.23956925549619,3,10,224.26516415315703,2.752098044966345,0
59.13550475114823,48.95569747932795,3,3,226.14218803745152,2.1507160877099993,0
36.761481178666976,31.4383821976087,5,12,244.4491590202324,2.734479620885345,0
